timestamp,price_eur_kwh
2026-01-01T00:00:00+00:00,0.075660
2026-01-01T00:15:00+00:00,0.065080
2026-01-01T00:30:00+00:00,0.065480
2026-01-01T00:45:00+00:00,0.053630
2026-01-01T01:00:00+00:00,0.068390
2026-01-01T01:15:00+00:00,0.054350
2026-01-01T01:30:00+00:00,0.055610
2026-01-01T01:45:00+00:00,0.042820
2026-01-01T02:00:00+00:00,0.054380
2026-01-01T02:15:00+00:00,0.046320
2026-01-01T02:30:00+00:00,0.031410
2026-01-01T02:45:00+00:00,0.029710
2026-01-01T03:00:00+00:00,0.027390
2026-01-01T03:15:00+00:00,0.020000
2026-01-01T03:30:00+00:00,0.026170
2026-01-01T03:45:00+00:00,0.026140
2026-01-01T04:00:00+00:00,0.021510
2026-01-01T04:15:00+00:00,0.020000
2026-01-01T04:30:00+00:00,0.024750
2026-01-01T04:45:00+00:00,0.010000
2026-01-01T05:00:00+00:00,0.002340
2026-01-01T05:15:00+00:00,0.003620
2026-01-01T05:30:00+00:00,0.008000
2026-01-01T05:45:00+00:00,0.010000
2026-01-01T06:00:00+00:00,0.008900
2026-01-01T06:15:00+00:00,0.016090
2026-01-01T06:30:00+00:00,0.018720
2026-01-01T06:45:00+00:00,0.016290
2026-01-01T07:00:00+00:00,0.029670
2026-01-01T07:15:00+00:00,0.026680
2026-01-01T07:30:00+00:00,0.018570
2026-01-01T07:45:00+00:00,0.009460
2026-01-01T08:00:00+00:00,0.046220
2026-01-01T08:15:00+00:00,0.036450
2026-01-01T08:30:00+00:00,0.029000
2026-01-01T08:45:00+00:00,0.009930
2026-01-01T09:00:00+00:00,0.046010
2026-01-01T09:15:00+00:00,0.026620
2026-01-01T09:30:00+00:00,0.023860
2026-01-01T09:45:00+00:00,0.014770
2026-01-01T10:00:00+00:00,0.046800
2026-01-01T10:15:00+00:00,0.032990
2026-01-01T10:30:00+00:00,0.033340
2026-01-01T10:45:00+00:00,0.026870
2026-01-01T11:00:00+00:00,0.059960
2026-01-01T11:15:00+00:00,0.049810
2026-01-01T11:30:00+00:00,0.049530
2026-01-01T11:45:00+00:00,0.046070
2026-01-01T12:00:00+00:00,0.044750
2026-01-01T12:15:00+00:00,0.045500
2026-01-01T12:30:00+00:00,0.041600
2026-01-01T12:45:00+00:00,0.042030
2026-01-01T13:00:00+00:00,0.030100
2026-01-01T13:15:00+00:00,0.037700
2026-01-01T13:30:00+00:00,0.037700
2026-01-01T13:45:00+00:00,0.045720
2026-01-01T14:00:00+00:00,0.041160
2026-01-01T14:15:00+00:00,0.051040
2026-01-01T14:30:00+00:00,0.061880
2026-01-01T14:45:00+00:00,0.065130
2026-01-01T15:00:00+00:00,0.063070
2026-01-01T15:15:00+00:00,0.066940
2026-01-01T15:30:00+00:00,0.066940
2026-01-01T15:45:00+00:00,0.082120
2026-01-01T16:00:00+00:00,0.069900
2026-01-01T16:15:00+00:00,0.084400
2026-01-01T16:30:00+00:00,0.091250
2026-01-01T16:45:00+00:00,0.096840
2026-01-01T17:00:00+00:00,0.080000
2026-01-01T17:15:00+00:00,0.080110
2026-01-01T17:30:00+00:00,0.072460
2026-01-01T17:45:00+00:00,0.079270
2026-01-01T18:00:00+00:00,0.077000
2026-01-01T18:15:00+00:00,0.079170
2026-01-01T18:30:00+00:00,0.069270
2026-01-01T18:45:00+00:00,0.069760
2026-01-01T19:00:00+00:00,0.068780
2026-01-01T19:15:00+00:00,0.068450
